,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
2005-01-01,-0.268,0.106,0.176,0.844,-0.392,0.098,-0.501,-0.299,-0.188,-0.094,-0.946,0.011,1.085,0.891,,
2010-01-01,0.407,0.187,-0.643,0.091,0.801,-0.032,-0.011,-0.356,-0.303,0.092,-0.037,0.063,-0.254,-0.448,,
2015-01-01,-0.139,-0.292,0.467,-0.935,-0.409,-0.066,0.512,0.655,0.49,0.002,0.983,-0.074,-0.831,-0.443,,
2020-01-01,-0.952,-0.684,1.128,-1.361,-1.386,0.53,0.463,0.528,1.02,-0.204,0.336,-0.617,0.544,,,
2025-01-01,-1.033,-0.189,0.098,-1.33,-1.618,0.494,0.113,0.249,1.265,-0.204,0.301,0.202,1.609,,,
2030-01-01,-0.781,0.465,0.241,0.059,-1.567,0.353,-0.388,0.913,1.431,-0.48,0.307,0.915,2.219,,,
2035-01-01,-0.48,0.191,0.327,1.092,-1.721,1.02,-1.359,0.666,0.778,-0.87,0.384,0.287,3.347,,,
2040-01-01,0.262,-0.74,-0.211,0.276,-2.133,1.779,-1.416,-0.058,0.323,-0.564,0.431,-0.702,2.756,,,
2045-01-01,0.373,-1.472,-0.945,-0.974,-1.711,1.713,-0.682,-0.004,1.077,-0.314,0.384,-0.813,1.069,,,
2050-01-01,-0.892,-1.183,-0.863,-1.293,-2.249,1.339,-0.506,0.408,0.827,-0.402,0.185,0.239,1.905,,,
2055-01-01,-1.795,-1.334,-0.779,-1.266,-2.489,1.405,-0.6,0.136,0.374,-1.236,-0.328,-0.203,3.384,,,
