,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
2005-01-01,-0.19,-0.5,-0.255,-0.324,-0.737,-0.067,-1.105,-0.355,0.168,0.358,-1.631,0.02,0.286,-0.004,,
2010-01-01,0.091,0.5,0.255,0.044,0.718,0.067,-0.166,0.168,0.174,0.27,0.193,0.269,-0.426,0.12,,
2015-01-01,0.098,,,0.28,0.019,,1.27,0.187,-0.342,-0.628,1.438,-0.289,0.14,-0.116,,
2020-01-01,0.146,,,1.03,-1.102,,1.191,0.246,-0.93,1.691,0.979,0.32,1.864,,,
2025-01-01,0.041,,,1.315,-1.248,,1.194,0.063,0.084,2.425,1.39,0.684,1.562,,,
2030-01-01,-0.107,,,0.871,-0.305,,0.397,0.031,1.483,1.42,1.527,0.477,0.599,,,
2035-01-01,0.723,,,1.173,0.576,,-0.088,-0.017,1.59,1.722,2.139,1.152,1.463,,,
2040-01-01,1.227,,,0.823,0.958,,1.132,-0.974,1.186,2.228,2.105,0.564,1.371,,,
2045-01-01,0.766,,,-0.119,1.497,,1.673,0.173,0.82,2.471,1.794,0.756,0.446,,,
2050-01-01,-0.028,,,0.748,0.722,,1.65,1.41,-0.255,2.642,1.639,0.473,0.506,,,
2055-01-01,-0.168,,,1.248,-1.143,,1.591,0.283,-0.17,3.142,1.218,0.103,1.077,,,
