,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-3.085,-1.836,0.491,1.011,-2.301,-4.095,-3.779,-1.418,-1.203,-1.344,-3.091,-1.2,-0.064,,,-0.931
1995-01-01,-0.393,-1.296,0.74,1.113,0.043,-3.117,-2.557,-0.533,-0.095,0.37,-3.335,-1.678,-0.823,,,-0.424
2000-01-01,-0.01,-1.147,-2.757,1.612,1.266,-1.148,0.7,-0.234,-0.441,-0.676,-1.746,0.241,0.665,,,0.18
2005-01-01,0.567,0.223,-2.492,-0.996,1.825,1.235,1.68,0.446,0.571,0.468,-0.667,0.606,0.61,,,-0.36
2010-01-01,0.327,2.101,0.517,-1.22,-0.695,3.076,2.9,-0.16,0.992,1.142,3.269,-0.181,-0.535,,,1.536
2015-01-01,2.594,1.955,3.502,-1.52,-0.138,4.047,1.057,1.899,0.176,0.04,5.57,2.213,0.147,,,
2020-01-01,2.796,4.668,8.487,-2.197,2.468,3.65,0.168,2.826,1.463,2.181,4.555,0.467,0.822,,,
2025-01-01,3.643,4.436,12.328,-2.008,3.075,3.051,0.342,1.881,-0.351,3.246,5.315,2.691,2.072,,,
2030-01-01,3.749,2.026,11.812,0.172,3.989,2.742,1.679,2.612,-0.329,4.203,4.242,3.47,2.17,,,
2035-01-01,4.323,1.43,11.397,-0.421,3.057,1.047,2.917,0.063,-0.398,5.932,3.489,2.037,3.774,,,
2040-01-01,3.01,1.12,8.205,1.531,2.265,4.931,2.158,-1.505,-1.001,4.269,5.295,6.397,3.663,,,
2045-01-01,5.505,1.267,5.521,3.101,3.465,3.654,2.935,0.124,-0.082,4.622,5.531,5.292,0.021,,,
2050-01-01,9.038,0.464,6.938,2.896,6.991,4.281,4.928,-1.195,1.481,6.602,6.926,3.834,2.789,,,
