,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-1.392,-0.479,-1.151,0.117,-1.091,-1.65,-0.433,-0.678,-0.887,0.717,0.735,-2.327,0.326,,,-0.381
1995-01-01,1.32,0.913,-1.1,-0.35,1.06,-0.231,-0.018,-0.432,-0.208,0.255,0.173,-1.387,-0.84,,,-1.484
2000-01-01,0.027,0.925,-1.766,0.086,0.334,-0.252,-0.249,0.166,0.444,-1.5,1.028,0.282,-0.296,,,0.353
2005-01-01,0.351,0.532,-0.4,-1.497,0.598,0.605,-0.625,0.239,0.104,-0.941,-0.282,-0.423,0.492,,,-0.196
2010-01-01,-0.412,-0.566,2.202,0.161,-0.978,0.792,0.761,-0.411,0.424,0.207,-1.321,1.015,-0.594,,,1.709
2015-01-01,0.106,-1.325,2.214,1.484,0.077,0.736,0.564,1.115,0.124,1.262,-0.332,2.841,0.912,,,
2020-01-01,1.243,-0.476,2.024,0.488,3.133,0.127,0.39,1.725,-0.052,-0.119,-0.69,3.145,1.281,,,
2025-01-01,2.319,0.235,1.999,2.131,4.251,0.276,0.634,1.205,0.113,-1.019,1.115,4.37,1.836,,,
2030-01-01,1.737,0.913,-0.167,2.199,5.401,0.354,-0.356,1.408,-0.184,-1.864,3.724,3.043,3.575,,,
2035-01-01,2.182,0.929,0.079,2.227,4.043,1.319,-0.054,0.703,0.358,-1.645,3.728,1.337,5.931,,,
2040-01-01,3.215,1.097,0.115,4.89,3.795,2.756,1.409,-1.043,1.827,0.955,4.913,4.167,7.439,,,
2045-01-01,4.136,3.448,1.129,4.013,4.111,2.121,3.927,0.165,1.838,1.851,6.509,5.966,7.011,,,
2050-01-01,4.973,4.691,2.993,3.697,4.978,4.915,4.75,0.971,2.961,1.942,5.69,6.99,7.015,,,
