,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,0.815,0.652,-0.149,-0.043,-0.005,0.472,-0.189,0.369,0.087,0.837,0.241,0.664,0.599,,0.225,
1995-01-01,0.796,0.69,-0.161,-0.111,0.115,0.247,-0.068,-0.329,0.376,0.324,0.27,0.248,0.157,,0.693,
2000-01-01,0.005,0.373,-0.123,-0.028,0.124,-0.093,0.063,0.045,0.368,-0.277,0.097,0.28,0.257,,0.259,
2005-01-01,-0.341,-0.187,-0.113,-0.031,0.005,-0.177,0.082,-0.06,-0.001,-0.457,-0.119,-0.209,0.353,,-0.377,
2010-01-01,-0.575,-0.544,0.308,0.045,-0.089,-0.192,0.088,-0.486,-0.344,-0.121,-0.249,-0.706,-0.499,,-0.8,
2015-01-01,-0.7,-0.984,0.238,0.168,-0.149,-0.257,0.024,0.462,-0.486,-0.305,-0.24,-0.277,-0.867,,,
2020-01-01,-0.464,-1.205,0.224,0.583,0.093,-0.21,-0.077,0.485,-0.387,-0.164,-0.475,-1.153,-1.356,,,
2025-01-01,-0.891,-1.251,0.235,0.384,0.509,-0.588,-0.096,0.591,-0.621,-0.726,-0.393,-1.242,-1.934,,,
2030-01-01,-1.168,-1.504,0.202,0.248,0.256,-0.907,-0.034,0.608,-0.029,-1.236,-0.376,-1.384,-1.668,,,
2035-01-01,-1.41,-1.859,0.393,0.43,0.336,-0.88,0.112,0.246,0.026,-1.47,-0.465,-1.962,-1.531,,,
2040-01-01,-2.021,-1.961,0.386,0.577,0.2,-0.91,0.209,0.125,-0.004,-1.591,-0.387,-1.527,-1.82,,,
2045-01-01,-2.283,-2.1,0.202,0.829,0.183,-0.777,0.502,0.164,0.012,-1.744,-0.295,-1.439,-2.305,,,
2050-01-01,-2.446,-2.36,0.364,0.923,0.733,-0.856,0.582,0.214,0.295,-1.467,-0.233,-1.684,-2.748,,,
