,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.902,-0.48,-0.515,-1.065,-0.467,-0.408,-0.317,-0.373,-0.544,-0.379,-0.741,-0.871,-0.873,,-0.196,
1995-01-01,-0.405,-0.28,-0.161,-0.621,-0.541,-0.269,-0.315,-0.103,-0.481,-0.379,-0.511,-0.416,-0.473,,-0.116,
2000-01-01,-0.034,0.179,0.197,-0.323,-0.191,0.189,-0.077,-0.013,-0.083,-0.176,-0.162,-0.066,-0.073,,-0.027,
2005-01-01,0.27,0.58,0.479,0.256,0.085,0.489,0.045,0.211,0.219,0.005,0.209,0.118,0.193,,0.073,
2010-01-01,0.464,,,0.509,0.438,,0.218,0.174,0.419,0.276,0.496,0.561,0.462,,0.266,
2015-01-01,0.606,,,1.243,0.676,,0.446,0.103,0.471,0.652,0.709,0.673,0.763,,,
2020-01-01,0.743,,,1.746,0.903,,0.617,0.304,0.526,0.675,0.959,0.693,0.773,,,
2025-01-01,1.1,,,1.967,0.97,,0.589,0.55,0.927,1.029,1.089,0.937,1.321,,,
2030-01-01,1.688,,,2.258,1.001,,0.661,0.707,1.124,1.087,1.17,1.074,1.781,,,
2035-01-01,1.735,,,2.165,1.458,,0.916,0.922,1.634,1.259,1.382,1.193,2.005,,,
2040-01-01,1.978,,,2.534,1.611,,1.245,1.18,2.017,1.539,1.575,1.6,2.551,,,
2045-01-01,2.239,,,2.916,1.957,,1.515,1.288,1.953,1.851,1.9,1.916,2.78,,,
2050-01-01,2.341,,,3.323,2.008,,2.002,1.724,2.222,2.166,2.105,2.191,2.941,,,
