,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,,,-16.316,-10.843,-13.244,-15.286,-10.967,-17.387,-12.538,-13.433,-13.677,-14.684,-11.185,,-17.744,
1990-01-01,,,-13.285,-15.453,-13.244,-15.286,-13.47,-9.928,-12.538,-13.515,-13.677,-14.684,-11.209,,-17.744,
1995-01-01,,,-13.986,-15.453,-12.761,-12.234,-13.47,-11.79,-16.2,-13.515,-10.327,-12.53,-14.633,,-12.085,
2000-01-01,,,-13.986,-14.363,-13.206,-12.049,-14.579,-15.459,-16.2,-11.712,-13.09,-12.53,-14.633,,-12.085,
2005-01-01,,,-9.953,-14.363,-13.206,-9.908,-14.579,-15.459,-10.595,-12.216,-13.09,-12.268,-13.031,,-8.298,
2010-01-01,,,-11.236,-8.787,-12.231,-11.648,-12.097,-9.988,-7.969,-12.804,-12.69,-12.268,-12.653,,-11.022,
2015-01-01,,,-11.236,-10.737,-12.108,-13.588,-10.836,-9.988,-13.959,-12.804,-13.447,-11.036,-12.653,,-11.022,
2020-01-01,-9.804,-13.078,-9.673,-10.737,-13.212,-13.588,-13.157,-9.384,-13.959,-13.773,-13.447,-12.057,-7.763,,,
2025-01-01,-9.804,-10.795,-8.694,-2.764,-13.212,-15.585,-13.157,-9.384,-10.73,-13.773,-10.286,-12.057,-11.067,,,
2030-01-01,-10.983,-10.795,-8.694,-6.6,-11.327,-15.585,-8.108,-8.659,-10.73,-11.97,-9.858,-8.493,-11.067,,,
2035-01-01,-11.16,-8.653,-5.274,-6.6,-7.973,-12.754,-9.837,-12.167,-14.61,-11.994,-12.395,-9.71,-7.904,,,
2040-01-01,-11.16,-8.653,-6.791,-3.911,-10.879,-12.932,-9.837,-12.167,-14.61,-11.994,-12.395,-10.2,-7.877,,,
2045-01-01,-9.275,-8.16,-6.791,-4.683,-10.879,-12.932,-9.77,-8.681,-9.8,-10.867,-10.076,-10.2,-7.705,,,
2050-01-01,-9.125,-10.377,-8.344,-4.683,-10.375,-9.952,-9.77,-8.681,-10.338,-12.098,-9.122,-9.054,-8.805,,,
2055-01-01,-9.577,-10.377,-8.344,-3.292,-6.043,-9.967,-9.415,-8.43,-10.338,-12.098,-9.99,-11.66,-9.227,,,
