,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.028,-3.292,-1.975,-1.634,-2.174,-1.181,-0.397,-1.647,-0.463,0.773,0.311,2.277,0.12,,,-1.83
1995-01-01,1.762,1.992,-0.798,-0.595,0.637,0.314,-0.865,-1.413,1.986,-0.559,-0.322,-0.117,-1.109,,,-2.16
2000-01-01,-1.127,0.581,-0.059,-0.144,-0.177,0.026,0.546,-0.035,2.287,-1.495,-0.703,-0.144,-0.092,,,0.044
2005-01-01,0.387,0.719,2.832,0.209,0.289,0.841,0.258,1.03,0.376,-0.88,-1.057,-0.124,-0.443,,,-0.207
2010-01-01,0.529,,,1.617,1.507,,-0.354,1.111,-1.764,1.258,-0.062,-2.18,-0.507,,,4.153
2015-01-01,-1.523,,,0.547,-0.082,,0.812,0.953,-2.422,0.902,1.833,0.288,2.031,,,
2020-01-01,-0.862,,,4.116,3.581,,1.508,0.425,-1.64,3.444,2.802,3.232,0.935,,,
2025-01-01,-0.143,,,3.292,5.226,,4.16,-1.167,0.774,2.631,3.99,5.262,-0.289,,,
2030-01-01,0.244,,,8.008,6.46,,6.028,0.317,1.414,0.594,5.26,4.683,1.28,,,
2035-01-01,4.467,,,12.715,5.516,,5.389,1.57,0.253,-1.009,6.503,7.785,2.733,,,
2040-01-01,2.552,,,11.752,4.906,,5.91,2.282,0.653,-2.235,8.539,6.274,4.15,,,
2045-01-01,1.555,,,13.541,4.212,,7.431,1.766,0.726,-2.444,8.689,5.926,6.458,,,
2050-01-01,2.343,,,9.23,4.13,,6.186,1.268,2.39,-0.707,9.95,6.975,5.818,,,
