,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,1072.812,874.66,903.496,1055.827,1019.76,1057.208,1113.691,1075.017,1046.29,1152.976,1012.181,1028.334,908.103,,,1008.593
1990-01-01,1019.948,1048.784,1159.849,1022.741,1019.76,1069.433,1007.372,1075.017,1089.864,1152.976,1042.622,1028.334,1068.042,,,1043.07
1995-01-01,1019.948,1048.784,1015.259,1022.741,1110.483,1002.86,1007.372,1091.071,1093.046,1030.606,1033.682,1044.223,1080.442,,,1106.746
2000-01-01,1083.367,1080.332,1015.259,989.348,1110.483,1002.86,1027.596,970.499,961.95,924.052,1013.601,1122.362,973.809,,,924.57
2005-01-01,987.794,1110.868,1078.511,989.348,1002.92,1052.914,1027.596,970.499,961.95,924.052,1013.601,1113.638,973.809,,,924.57
2010-01-01,987.794,1053.259,1065.817,1071.107,1002.92,1052.914,1047.131,1047.892,1062.394,1046.613,1079.036,970.498,1107.717,,,1177.327
2015-01-01,1197.816,,,1126.777,1011.564,,1047.131,1047.892,1062.394,1046.613,1083.165,970.498,1165.966,,,1093.011
2020-01-01,1094.114,,,1141.383,1084.135,,1078.553,1098.573,1189.632,1095.781,1010.184,1129.376,1143.095,,,
2025-01-01,1093.755,,,1119.206,1151.747,,1048.907,991.391,1164.213,1152.817,1010.184,1060.55,1014.383,,,
2030-01-01,1093.755,,,1119.206,1151.747,,1048.907,991.391,1164.213,1205.729,1036.301,1060.55,1014.383,,,
2035-01-01,1121.017,,,1221.904,1102.128,,1035.357,1096.16,1169.491,1027.799,1036.301,1095.504,1114.868,,,
2040-01-01,1121.017,,,1184.277,1102.128,,975.512,988.257,1139.303,1027.799,1094.64,1095.504,1157.049,,,
2045-01-01,1027.724,,,1164.711,1172.814,,975.512,916.505,1139.303,1110.33,1115.383,1209.365,1218.541,,,
2050-01-01,1027.724,,,1164.711,1172.814,,1002.598,916.505,1159.759,1109.9,1115.383,1112.071,1267.041,,,
2055-01-01,1090.925,,,1299.036,1217.236,,1146.028,1086.891,1052.44,1109.9,1071.085,1093.525,1157.135,,,
