,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.046,-0.184,-0.018,0.11,-0.136,-0.157,-0.27,-0.474,0.055,0.135,0.019,-0.187,0.206,,0.519,
1995-01-01,-0.123,-0.138,0.069,-0.009,0.164,-0.042,-0.08,-0.099,0.129,0.248,-0.089,-0.269,0.048,,0.414,
2000-01-01,-0.005,-0.17,-0.044,0.026,0.167,-0.098,0.036,0.124,0.081,-0.059,-0.044,-0.063,0.072,,-0.069,
2005-01-01,0.009,-0.041,-0.021,-0.076,0.036,-0.024,0.125,0.127,-0.05,0.03,-0.01,0.026,0.067,,-0.463,
2010-01-01,0.023,0.235,0.023,-0.096,-0.102,0.153,0.165,0.178,-0.125,-0.101,0.027,0.107,-0.083,,-0.4,
2015-01-01,0.142,0.298,-0.009,0.044,-0.129,0.168,0.025,0.144,-0.09,-0.254,0.096,0.384,-0.312,,,
2020-01-01,0.056,0.456,0.098,0.127,-0.133,0.222,-0.035,0.165,0.031,-0.164,0.095,0.272,-0.342,,,
2025-01-01,0.177,0.396,0.178,0.057,0.037,0.138,-0.19,0.297,0.188,-0.34,0.106,0.317,-0.452,,,
2030-01-01,0.326,0.177,0.031,0.137,0.159,0.016,-0.141,0.541,0.377,-0.234,0.12,0.288,-0.345,,,
2035-01-01,0.231,0.011,0.094,0.029,0.0,-0.283,-0.298,0.691,0.366,-0.29,0.214,0.074,-0.098,,,
2040-01-01,0.275,-0.0,0.166,-0.085,0.199,-0.273,-0.224,0.661,0.352,-0.35,0.095,0.23,-0.112,,,
2045-01-01,0.274,0.01,0.036,0.034,0.231,-0.531,-0.108,0.953,0.477,-0.272,-0.094,0.158,-0.069,,,
2050-01-01,0.278,0.097,0.122,0.053,0.266,-0.5,-0.152,1.08,0.579,-0.332,-0.076,0.085,-0.099,,,
