,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.297,-0.292,0.974,0.448,1.239,1.226,0.488,-0.21,0.251,0.799,1.666,1.164,0.913,,-1.251,
1995-01-01,0.05,0.342,0.714,1.235,0.23,0.879,0.331,0.515,0.126,-0.136,0.594,0.379,0.81,,-0.616,
2000-01-01,0.14,0.13,0.448,0.04,-0.184,0.201,0.489,0.239,-0.839,0.411,-0.072,-0.346,0.623,,0.032,
2005-01-01,0.379,0.185,-0.334,-0.218,-0.274,-0.536,0.149,0.392,-0.012,0.512,0.133,0.194,-0.367,,0.971,
2010-01-01,0.527,-0.203,-0.498,-0.098,-0.594,-0.646,-0.931,0.151,0.228,-0.616,-1.04,-0.707,-1.044,,0.864,
2015-01-01,-0.799,-0.162,-1.305,-1.408,-0.417,-1.125,-0.526,-1.088,0.246,-0.97,-1.282,-0.683,-0.935,,,
2020-01-01,-1.274,-0.287,-1.996,-1.999,-1.22,-1.43,-1.343,-0.746,0.851,-1.697,-0.666,-0.353,-1.013,,,
2025-01-01,-1.498,-0.851,-2.023,-2.073,-2.263,-1.615,-1.256,-0.855,0.831,-1.527,-1.186,-0.924,-0.704,,,
2030-01-01,-1.626,-0.135,-2.674,-2.377,-3.011,-2.712,-0.998,-0.835,0.422,-1.706,-0.919,-0.235,-0.357,,,
2035-01-01,-0.772,-0.422,-3.366,-2.489,-3.859,-2.826,-1.864,-1.07,0.821,-1.077,-1.136,-0.376,-1.066,,,
2040-01-01,-0.319,-1.105,-3.99,-3.49,-4.665,-3.495,-1.734,-1.365,-0.315,-0.874,-1.939,-2.316,-1.839,,,
2045-01-01,-0.563,-0.998,-5.234,-4.789,-5.302,-4.23,-1.821,-0.821,-1.203,-1.248,-2.02,-1.594,-1.941,,,
2050-01-01,-0.681,-1.038,-6.749,-5.701,-6.202,-4.084,-2.435,-0.675,-1.872,-1.328,-2.626,-1.791,-2.844,,,
