,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.81,-0.48,-0.374,-0.913,-0.492,-0.402,-0.178,-0.334,-0.301,-0.31,-0.567,-0.838,-0.727,,-0.261,
1995-01-01,-0.372,-0.208,-0.168,-0.593,-0.392,-0.25,-0.25,-0.088,-0.259,-0.334,-0.441,-0.425,-0.495,,-0.133,
2000-01-01,0.001,0.19,0.09,-0.218,-0.117,0.164,-0.132,0.059,0.001,-0.171,-0.193,-0.031,-0.111,,0.014,
2005-01-01,0.292,0.499,0.452,0.236,0.105,0.488,0.002,0.177,0.139,-0.022,0.088,0.226,0.209,,0.071,
2010-01-01,0.391,,,0.501,0.385,,0.175,0.088,0.179,0.266,0.391,0.438,0.433,,0.309,
2015-01-01,0.498,,,0.988,0.511,,0.383,0.097,0.24,0.57,0.723,0.63,0.692,,,
2020-01-01,0.683,,,1.418,0.765,,0.564,0.088,0.372,0.628,0.988,0.701,0.744,,,
2025-01-01,1.096,,,1.544,0.887,,0.651,0.42,0.849,0.917,1.183,0.987,1.141,,,
2030-01-01,1.636,,,1.967,0.986,,0.765,0.594,1.056,0.948,1.282,1.229,1.55,,,
2035-01-01,1.862,,,2.182,1.477,,1.057,0.756,1.493,1.111,1.459,1.359,1.731,,,
2040-01-01,1.952,,,2.424,1.543,,1.241,1.158,1.71,1.489,1.636,1.627,2.014,,,
2045-01-01,2.012,,,2.799,1.802,,1.535,1.224,1.595,1.833,1.811,1.831,2.296,,,
2050-01-01,2.069,,,2.969,1.709,,1.911,1.562,1.814,2.136,2.083,2.118,2.469,,,
