,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,,,38.707,38.773,38.674,39.101,38.62,38.114,38.547,38.552,39.917,39.633,38.831,,40.063,
1990-01-01,,,39.08,39.502,39.131,39.101,37.681,38.217,39.328,38.381,39.625,39.633,38.831,,39.693,
1995-01-01,,,39.08,39.502,39.131,39.604,40.446,39.687,40.831,40.413,38.684,39.193,38.653,,39.693,
2000-01-01,,,39.787,39.438,38.714,40.847,40.446,41.355,40.831,40.413,40.264,39.193,40.156,,40.222,
2005-01-01,,,39.787,40.275,41.554,40.847,39.895,41.355,39.849,40.807,40.264,41.015,40.58,,40.222,
2010-01-01,,,41.605,40.275,41.554,39.636,41.281,40.461,40.091,40.807,40.448,41.015,41.3,,39.879,
2015-01-01,,,41.605,41.885,40.891,40.515,41.281,40.461,40.173,40.276,40.448,39.969,41.3,,39.879,
2020-01-01,40.904,40.829,40.629,41.885,39.595,41.13,41.253,39.744,40.339,41.031,41.029,40.61,41.682,,,
2025-01-01,40.904,41.718,40.537,40.425,39.593,41.482,41.12,39.447,40.339,41.031,42.683,43.787,41.992,,,
2030-01-01,41.08,41.718,42.489,41.273,40.026,41.482,41.182,41.837,41.236,41.199,44.217,43.787,41.992,,,
2035-01-01,41.08,40.673,42.489,41.496,40.368,41.754,41.182,41.837,41.236,41.199,44.217,42.695,42.34,,,
2040-01-01,41.778,42.63,41.529,41.767,40.368,43.34,41.797,39.664,41.117,41.592,42.326,42.695,42.735,,,
2045-01-01,44.078,42.63,42.741,41.951,40.769,43.34,43.295,43.884,41.528,41.592,42.749,41.911,42.735,,,
2050-01-01,44.078,42.993,43.672,41.951,40.769,42.873,43.295,43.884,42.498,42.002,45.727,43.014,44.907,,,
2055-01-01,42.284,42.993,43.672,42.837,41.667,42.873,42.559,42.234,43.635,42.002,45.727,43.014,44.907,,,
