,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
2005-01-01,-0.199,0.24,0.149,0.132,-0.366,-0.112,0.27,0.399,-0.276,0.475,-0.798,0.289,-0.04,0.218,,
2010-01-01,0.248,-0.24,-0.149,-0.059,0.476,0.112,-0.047,-0.336,-0.024,0.043,0.288,0.478,0.42,0.095,,
2015-01-01,-0.05,,,-0.073,-0.11,,-0.223,-0.063,0.3,-0.519,0.51,-0.768,-0.379,-0.313,,
2020-01-01,-0.046,,,-0.092,-0.972,,-0.157,0.094,-0.298,0.005,-0.035,-0.838,0.689,,,
2025-01-01,0.019,,,0.43,-0.927,,-0.263,-0.714,-0.549,-0.02,-0.264,-0.558,0.867,,,
2030-01-01,0.78,,,0.184,-0.304,,-0.247,-1.094,0.525,-0.746,-0.61,-0.419,0.775,,,
2035-01-01,0.73,,,0.451,-0.855,,-0.844,-0.411,0.955,-0.957,-0.204,-0.194,1.237,,,
2040-01-01,0.086,,,0.704,-1.42,,-1.578,0.336,0.803,-0.36,-0.062,-0.671,0.64,,,
2045-01-01,-0.419,,,-0.381,-0.678,,-2.066,0.371,0.525,0.408,-0.258,0.002,0.267,,,
2050-01-01,-1.871,,,0.243,-0.394,,-1.512,0.299,-0.163,-0.096,-0.127,0.208,0.314,,,
2055-01-01,-2.577,,,0.588,-1.192,,-1.03,0.273,0.117,-0.274,-0.243,-0.06,-0.422,,,
