,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1985-01-01,,,29.656,29.464,29.204,29.9,29.032,29.32,29.446,29.559,29.4,29.78,29.444,,29.709,
1990-01-01,,,29.656,30.343,29.031,28.887,29.032,29.32,29.626,29.567,29.695,29.78,29.444,,29.739,
1995-01-01,,,29.289,30.343,29.352,29.74,30.388,29.87,29.96,29.567,29.798,29.704,29.516,,29.797,
2000-01-01,,,29.899,29.918,29.771,30.471,30.388,29.959,29.96,29.517,29.964,29.721,29.516,,29.797,
2005-01-01,,,30.204,29.428,30.317,30.471,29.391,29.959,29.906,30.11,29.964,29.721,29.844,,29.702,
2010-01-01,,,30.204,29.56,30.526,29.438,30.248,30.149,29.906,30.11,29.554,29.632,29.985,,29.991,
2015-01-01,,,,29.671,30.526,,30.248,30.149,29.921,30.294,30.352,30.387,30.976,,29.991,
2020-01-01,30.33,,,30.475,30.932,,30.395,30.879,30.059,30.532,30.352,31.291,30.976,,,
2025-01-01,30.782,,,30.475,30.932,,30.395,30.879,30.812,30.532,30.606,31.291,30.689,,,
2030-01-01,30.782,,,30.107,30.722,,30.021,30.298,30.812,30.357,30.955,30.328,30.716,,,
2035-01-01,30.97,,,30.107,30.885,,30.186,30.298,30.252,30.357,30.955,32.013,31.045,,,
2040-01-01,30.97,,,30.835,30.922,,30.349,30.411,30.208,31.109,30.951,32.013,31.045,,,
2045-01-01,30.848,,,30.835,31.667,,30.661,30.616,30.881,31.109,30.877,30.982,31.282,,,
2050-01-01,30.524,,,31.269,31.667,,30.661,30.616,30.971,31.205,31.101,31.481,31.282,,,
2055-01-01,31.629,,,31.491,31.417,,31.54,30.552,30.971,31.393,31.159,31.481,31.585,,,
