,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
1990-01-01,-0.458,-0.046,0.321,3.506,1.036,1.286,1.128,0.155,1.013,0.627,-0.559,0.289,0.62,,0.328,
1995-01-01,0.243,1.655,0.497,1.754,0.498,1.117,0.588,-0.804,0.191,-0.089,-0.054,-0.297,-0.079,,-0.219,
2000-01-01,0.083,1.416,0.051,-0.204,-0.448,-0.002,0.573,-0.81,-0.209,-0.639,-0.035,0.184,-0.011,,0.116,
2005-01-01,1.251,1.092,-0.381,-1.944,-0.558,-0.098,0.127,-0.018,0.183,0.392,-0.28,0.148,-0.288,,0.227,
2010-01-01,0.004,-1.265,0.163,-1.557,-0.106,-0.569,-0.891,0.926,-0.368,0.192,0.226,-0.174,-0.488,,-0.451,
2015-01-01,-1.122,-2.851,-0.652,-1.555,-0.423,-1.735,-1.526,0.55,-0.81,-0.482,0.702,-0.15,0.246,,,
2020-01-01,-1.792,-3.011,-1.519,-2.133,0.068,-2.294,-2.102,0.042,-1.114,-1.118,-0.3,-1.006,0.773,,,
2025-01-01,-2.139,-3.402,-2.156,-2.451,-1.235,-3.138,-2.036,-0.517,-1.891,-2.536,-1.112,-0.958,1.649,,,
2030-01-01,-1.688,-3.229,-3.185,-4.151,-2.393,-3.692,-2.232,-1.311,-2.295,-3.446,-1.788,-0.754,0.917,,,
2035-01-01,-0.926,-3.06,-4.025,-5.12,-3.148,-4.17,-1.89,-0.833,-1.956,-2.725,-3.509,-1.347,0.47,,,
2040-01-01,-0.626,-2.624,-5.038,-5.844,-4.716,-4.814,-2.451,-0.021,-1.563,-3.268,-3.475,-0.986,0.113,,,
2045-01-01,-0.675,-1.998,-5.87,-6.765,-5.216,-5.231,-2.367,0.569,-1.418,-3.827,-3.267,-0.993,-0.408,,,
2050-01-01,-0.125,-1.665,-6.783,-7.639,-5.418,-5.937,-2.211,0.026,-2.464,-3.687,-3.302,-1.09,0.048,,,
