,CESM2,CESM2-WACCM,EC-Earth3-CC,EC-Earth3,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,NorESM2-MM,TaiESM1,NSRDB,ERA5,DAYMET
2005-01-01,-0.013,0.382,-0.207,-0.424,-1.17,0.212,-1.176,-0.447,-0.369,-0.121,-0.489,0.783,-0.259,,,
2010-01-01,0.382,-0.051,0.178,-0.47,0.517,-0.035,0.407,-0.009,0.084,-0.222,-0.389,0.383,-0.151,,,
2015-01-01,-0.369,-0.331,0.029,0.894,0.653,-0.177,0.769,0.457,0.285,0.342,0.878,-1.166,0.409,,,
2020-01-01,-0.313,0.664,-0.108,1.34,-0.357,1.015,0.87,0.03,-0.198,1.197,1.365,-1.198,0.442,,,
2025-01-01,0.525,0.89,0.056,0.713,0.275,0.518,1.265,-0.466,0.183,1.125,0.943,0.236,0.147,,,
2030-01-01,1.321,0.92,0.71,0.429,0.824,-0.203,1.594,-0.93,0.441,1.074,1.014,0.56,0.292,,,
2035-01-01,1.462,1.007,0.474,0.679,0.152,0.059,1.525,-1.065,0.082,0.659,1.577,0.543,0.542,,,
2040-01-01,0.773,1.4,-0.261,1.511,0.524,1.504,1.869,-0.939,0.352,1.199,1.423,0.291,0.957,,,
2045-01-01,0.486,2.578,-0.037,1.645,0.86,1.756,2.822,-0.662,0.15,1.186,0.813,0.214,0.66,,,
2050-01-01,-0.059,2.27,0.126,0.304,0.532,1.35,2.883,-0.278,-0.429,0.249,1.084,-0.159,0.218,,,
2055-01-01,0.379,1.158,0.72,-0.091,0.477,2.456,2.959,-0.776,-0.632,-0.742,1.784,-0.269,0.41,,,
